id,offer,price,ts
166,24,7703.83,2025-09-08 12:01:27
167,24,7929.62,2025-09-09 12:01:27
168,24,7915.88,2025-09-10 12:01:27
169,25,5698.22,2025-09-04 12:01:27
170,25,5664.78,2025-09-05 12:01:27
171,25,5726.57,2025-09-06 12:01:27
172,25,5626.93,2025-09-07 12:01:27
173,25,5610.97,2025-09-08 12:01:27
174,25,5517.04,2025-09-09 12:01:27
175,25,5506.09,2025-09-10 12:01:27
176,26,5801.12,2025-09-04 12:01:27
177,26,5802.34,2025-09-05 12:01:27
178,26,5852.08,2025-09-06 12:01:27
179,26,5978.66,2025-09-07 12:01:27
180,26,5941.47,2025-09-08 12:01:27
181,26,6080.39,2025-09-09 12:01:27
182,26,5940.00,2025-09-10 12:01:27
183,27,5737.90,2025-09-04 12:01:27
184,27,5819.38,2025-09-05 12:01:27
185,27,5830.50,2025-09-06 12:01:27
186,27,5813.17,2025-09-07 12:01:27
187,27,5984.19,2025-09-08 12:01:27
188,27,5954.34,2025-09-09 12:01:27
189,27,5985.20,2025-09-10 12:01:27
190,28,902.76,2025-09-04 12:01:27
191,28,918.54,2025-09-05 12:01:27
192,28,923.43,2025-09-06 12:01:27
193,28,941.21,2025-09-07 12:01:27
194,28,943.80,2025-09-08 12:01:27
195,28,919.49,2025-09-09 12:01:27
196,28,894.73,2025-09-10 12:01:27
197,29,926.94,2025-09-04 12:01:27
198,29,942.14,2025-09-05 12:01:27
199,29,928.45,2025-09-06 12:01:27
200,29,944.88,2025-09-07 12:01:27
201,29,963.85,2025-09-08 12:01:27
202,29,938.56,2025-09-09 12:01:27
203,29,960.63,2025-09-10 12:01:27
204,30,916.97,2025-09-04 12:01:27
205,30,910.32,2025-09-05 12:01:27
206,30,926.29,2025-09-06 12:01:27
207,30,932.52,2025-09-07 12:01:27
208,30,944.27,2025-09-08 12:01:27
209,30,968.03,2025-09-09 12:01:27
210,30,940.58,2025-09-10 12:01:27
211,31,8221.50,2025-09-04 12:01:27
212,31,8021.15,2025-09-05 12:01:27
213,31,8066.53,2025-09-06 12:01:27
214,31,7950.62,2025-09-07 12:01:27
215,31,7888.14,2025-09-08 12:01:27
216,31,7796.39,2025-09-09 12:01:27
217,31,7761.75,2025-09-10 12:01:27
218,32,8680.36,2025-09-04 12:01:27
219,32,8781.89,2025-09-05 12:01:27
220,32,8829.46,2025-09-06 12:01:27
221,32,8705.25,2025-09-07 12:01:27
222,32,8613.67,2025-09-08 12:01:27
223,32,8707.52,2025-09-09 12:01:27
224,32,8830.66,2025-09-10 12:01:27
225,33,8867.63,2025-09-04 12:01:27
226,33,9093.16,2025-09-05 12:01:27
227,33,9319.89,2025-09-06 12:01:27
228,33,9065.99,2025-09-07 12:01:27
229,33,8876.06,2025-09-08 12:01:27
230,33,9112.29,2025-09-09 12:01:27
231,33,9327.31,2025-09-10 12:01:27
232,34,7375.14,2025-09-04 12:01:27
233,34,7262.71,2025-09-05 12:01:27
234,34,7340.72,2025-09-06 12:01:27
235,34,7515.88,2025-09-07 12:01:27
236,34,7661.77,2025-09-08 12:01:27
237,34,7738.03,2025-09-09 12:01:27
238,34,7757.84,2025-09-10 12:01:27
239,35,7554.09,2025-09-04 12:01:27
240,35,7634.62,2025-09-05 12:01:27
241,35,7764.64,2025-09-06 12:01:27
242,35,7764.00,2025-09-07 12:01:27
243,35,7742.00,2025-09-08 12:01:27
244,35,7550.22,2025-09-09 12:01:27
245,35,7539.19,2025-09-10 12:01:27
246,36,7637.97,2025-09-04 12:01:27
247,36,7558.35,2025-09-05 12:01:27
248,36,7732.11,2025-09-06 12:01:27
249,36,7703.64,2025-09-07 12:01:27
250,36,7796.97,2025-09-08 12:01:27
251,36,7813.34,2025-09-09 12:01:27
252,36,8029.71,2025-09-10 12:01:27
253,37,6608.49,2025-09-04 12:01:27
254,37,6481.71,2025-09-05 12:01:27
255,37,6400.17,2025-09-06 12:01:27
256,37,6502.98,2025-09-07 12:01:27
257,37,6464.52,2025-09-08 12:01:27
258,37,6328.55,2025-09-09 12:01:27
259,37,6493.90,2025-09-10 12:01:27
260,38,7024.70,2025-09-04 12:01:27
261,38,7041.26,2025-09-05 12:01:27
262,38,7008.08,2025-09-06 12:01:27
263,38,7075.01,2025-09-07 12:01:27
264,38,6881.15,2025-09-08 12:01:27
265,38,6725.40,2025-09-09 12:01:27
266,38,6803.86,2025-09-10 12:01:27
267,39,7561.65,2025-09-04 12:01:27
268,39,7450.35,2025-09-05 12:01:27
269,39,7465.85,2025-09-06 12:01:27
270,39,7675.48,2025-09-07 12:01:27
271,39,7652.29,2025-09-08 12:01:27
272,39,7604.23,2025-09-09 12:01:27
273,39,7606.73,2025-09-10 12:01:27
274,40,2923.49,2025-09-04 12:01:27
275,40,2933.90,2025-09-05 12:01:27
276,40,3004.39,2025-09-06 12:01:27
277,40,2925.77,2025-09-07 12:01:27
278,40,2937.57,2025-09-08 12:01:27
279,40,2855.51,2025-09-09 12:01:27
280,40,2817.14,2025-09-10 12:01:27
281,41,2819.19,2025-09-04 12:01:27
282,41,2751.03,2025-09-05 12:01:27
283,41,2792.51,2025-09-06 12:01:27
284,41,2792.35,2025-09-07 12:01:27
285,41,2826.92,2025-09-08 12:01:27
286,41,2795.11,2025-09-09 12:01:27
287,41,2876.49,2025-09-10 12:01:27
288,42,2696.64,2025-09-04 12:01:27
289,42,2669.68,2025-09-05 12:01:27
290,42,2611.15,2025-09-06 12:01:27
291,42,2652.03,2025-09-07 12:01:27
292,42,2620.14,2025-09-08 12:01:27
293,42,2656.35,2025-09-09 12:01:27
294,42,2707.08,2025-09-10 12:01:27
295,43,5137.83,2025-09-04 12:01:27
296,43,5089.86,2025-09-05 12:01:27
297,43,5010.16,2025-09-06 12:01:27
298,43,5003.84,2025-09-07 12:01:27
299,43,5081.62,2025-09-08 12:01:27
300,43,5101.39,2025-09-09 12:01:27
301,43,5106.54,2025-09-10 12:01:27
302,44,5475.44,2025-09-04 12:01:27
303,44,5324.89,2025-09-05 12:01:27
304,44,5293.27,2025-09-06 12:01:27
305,44,5199.84,2025-09-07 12:01:27
306,44,5204.43,2025-09-08 12:01:27
307,44,5260.13,2025-09-09 12:01:27
308,44,5322.13,2025-09-10 12:01:27
309,45,5221.95,2025-09-04 12:01:27
310,45,5110.02,2025-09-05 12:01:27
311,45,5106.19,2025-09-06 12:01:27
312,45,4977.69,2025-09-07 12:01:27
313,45,5021.49,2025-09-08 12:01:27
314,45,5099.77,2025-09-09 12:01:27
315,45,5001.67,2025-09-10 12:01:27
316,46,5758.46,2025-09-04 12:01:27
317,46,5796.50,2025-09-05 12:01:27
318,46,5640.99,2025-09-06 12:01:27
319,46,5675.47,2025-09-07 12:01:27
320,46,5829.90,2025-09-08 12:01:27
321,46,5873.18,2025-09-09 12:01:27
322,46,5968.86,2025-09-10 12:01:27
323,47,5801.77,2025-09-04 12:01:27
324,47,5685.65,2025-09-05 12:01:27
325,47,5538.69,2025-09-06 12:01:27
326,47,5550.07,2025-09-07 12:01:27
327,47,5624.79,2025-09-08 12:01:27
328,47,5529.31,2025-09-09 12:01:27
329,47,5444.90,2025-09-10 12:01:27
330,48,5450.03,2025-09-04 12:01:27
331,48,5417.22,2025-09-05 12:01:27
332,48,5290.05,2025-09-06 12:01:27
333,48,5246.76,2025-09-07 12:01:27
334,48,5092.22,2025-09-08 12:01:27
335,48,5019.29,2025-09-09 12:01:27
336,48,5117.41,2025-09-10 12:01:27
337,49,6030.93,2025-09-04 12:01:27
338,49,5973.79,2025-09-05 12:01:27
339,49,6005.16,2025-09-06 12:01:27
340,49,6073.12,2025-09-07 12:01:27
341,49,6153.09,2025-09-08 12:01:27
342,49,6141.14,2025-09-09 12:01:27
343,49,6001.66,2025-09-10 12:01:27
344,50,5321.47,2025-09-04 12:01:27
345,50,5280.19,2025-09-05 12:01:27
346,50,5366.07,2025-09-06 12:01:27
347,50,5225.75,2025-09-07 12:01:27
348,50,5292.56,2025-09-08 12:01:27
349,50,5233.45,2025-09-09 12:01:27
350,50,5297.93,2025-09-10 12:01:27
351,51,5056.71,2025-09-04 12:01:27
352,51,5022.18,2025-09-05 12:01:27
353,51,4950.77,2025-09-06 12:01:27
354,51,5006.39,2025-09-07 12:01:27
355,51,4944.34,2025-09-08 12:01:27
356,51,4817.61,2025-09-09 12:01:27
357,51,4936.31,2025-09-10 12:01:27
358,52,6613.01,2025-09-04 12:01:27
359,52,6446.41,2025-09-05 12:01:27
360,52,6256.74,2025-09-06 12:01:27
361,52,6297.39,2025-09-07 12:01:27
362,52,6269.90,2025-09-08 12:01:27
363,52,6182.91,2025-09-09 12:01:27
364,52,6252.95,2025-09-10 12:01:27
365,53,6442.38,2025-09-04 12:01:27
366,53,6402.86,2025-09-05 12:01:27
367,53,6308.45,2025-09-06 12:01:27
368,53,6191.23,2025-09-07 12:01:27
369,53,6065.20,2025-09-08 12:01:27
370,53,6098.78,2025-09-09 12:01:27
371,53,6074.38,2025-09-10 12:01:27
372,54,6012.22,2025-09-04 12:01:27
373,54,6171.08,2025-09-05 12:01:27
374,54,6222.13,2025-09-06 12:01:27
375,54,6197.00,2025-09-07 12:01:27
376,54,6187.18,2025-09-08 12:01:27
377,54,6178.75,2025-09-09 12:01:27
378,54,6359.06,2025-09-10 12:01:27
379,55,3719.31,2025-09-04 12:01:27
380,55,3667.80,2025-09-05 12:01:27
381,55,3592.33,2025-09-06 12:01:27
382,55,3572.14,2025-09-07 12:01:27
383,55,3544.50,2025-09-08 12:01:27
384,55,3564.14,2025-09-09 12:01:27
385,55,3535.84,2025-09-10 12:01:27
386,56,3394.14,2025-09-04 12:01:27
387,56,3314.82,2025-09-05 12:01:27
388,56,3254.39,2025-09-06 12:01:27
389,56,3232.33,2025-09-07 12:01:27
390,56,3281.06,2025-09-08 12:01:27
391,56,3254.95,2025-09-09 12:01:27
392,56,3285.32,2025-09-10 12:01:27
393,57,3400.86,2025-09-04 12:01:27
394,57,3339.29,2025-09-05 12:01:27
395,57,3244.23,2025-09-06 12:01:27
396,57,3195.23,2025-09-07 12:01:27
397,57,3152.53,2025-09-08 12:01:27
398,57,3198.17,2025-09-09 12:01:27
399,57,3290.25,2025-09-10 12:01:27
400,58,7972.53,2025-09-04 12:01:27
401,58,8076.94,2025-09-05 12:01:27
402,58,8290.84,2025-09-06 12:01:27
403,58,8508.78,2025-09-07 12:01:27
404,58,8623.61,2025-09-08 12:01:27
405,58,8459.21,2025-09-09 12:01:27
406,58,8254.20,2025-09-10 12:01:27
407,59,7283.37,2025-09-04 12:01:27
408,59,7386.65,2025-09-05 12:01:27
409,59,7471.87,2025-09-06 12:01:27
410,59,7600.98,2025-09-07 12:01:27
411,59,7583.77,2025-09-08 12:01:27
412,59,7403.63,2025-09-09 12:01:27
413,59,7579.72,2025-09-10 12:01:27
414,60,8024.85,2025-09-04 12:01:27
415,60,7934.71,2025-09-05 12:01:27
416,60,7826.08,2025-09-06 12:01:27
417,60,7861.91,2025-09-07 12:01:27
418,60,7781.76,2025-09-08 12:01:27
419,60,7712.42,2025-09-09 12:01:27
420,60,7885.48,2025-09-10 12:01:27
421,61,7837.23,2025-09-04 12:01:27
422,61,8017.62,2025-09-05 12:01:27
423,61,7983.31,2025-09-06 12:01:27
424,61,8120.65,2025-09-07 12:01:27
425,61,8339.56,2025-09-08 12:01:27
426,61,8216.18,2025-09-09 12:01:27
427,61,8289.60,2025-09-10 12:01:27
428,62,8263.82,2025-09-04 12:01:27
429,62,8327.96,2025-09-05 12:01:27
430,62,8235.15,2025-09-06 12:01:27
431,62,8062.48,2025-09-07 12:01:27
432,62,8148.35,2025-09-08 12:01:27
433,62,8296.27,2025-09-09 12:01:27
434,62,8143.95,2025-09-10 12:01:27
435,63,8032.58,2025-09-04 12:01:27
436,63,7795.49,2025-09-05 12:01:27
437,63,7702.24,2025-09-06 12:01:27
438,63,7632.04,2025-09-07 12:01:27
439,63,7655.16,2025-09-08 12:01:27
440,63,7638.07,2025-09-09 12:01:27
441,63,7476.27,2025-09-10 12:01:27
442,64,3888.22,2025-09-04 12:01:27
443,64,3956.40,2025-09-05 12:01:27
444,64,3970.35,2025-09-06 12:01:27
445,64,3962.79,2025-09-07 12:01:27
446,64,3974.40,2025-09-08 12:01:27
447,64,4082.97,2025-09-09 12:01:27
448,64,4014.24,2025-09-10 12:01:27
449,65,3742.95,2025-09-04 12:01:27
450,65,3715.25,2025-09-05 12:01:27
451,65,3781.66,2025-09-06 12:01:27
452,65,3673.96,2025-09-07 12:01:27
453,65,3768.48,2025-09-08 12:01:27
454,65,3724.93,2025-09-09 12:01:27
455,65,3776.07,2025-09-10 12:01:27
456,66,3763.76,2025-09-04 12:01:27
457,66,3719.47,2025-09-05 12:01:27
458,66,3663.40,2025-09-06 12:01:27
459,66,3707.36,2025-09-07 12:01:27
460,66,3777.85,2025-09-08 12:01:27
461,66,3682.72,2025-09-09 12:01:27
462,66,3579.40,2025-09-10 12:01:27
463,67,735.84,2025-09-04 12:01:27
464,67,746.07,2025-09-05 12:01:27
465,67,745.30,2025-09-06 12:01:27
466,67,767.14,2025-09-07 12:01:27
467,67,755.16,2025-09-08 12:01:27
468,67,777.81,2025-09-09 12:01:27
469,67,785.02,2025-09-10 12:01:27
470,68,827.68,2025-09-04 12:01:27
471,68,850.93,2025-09-05 12:01:27
472,68,834.06,2025-09-06 12:01:27
473,68,809.06,2025-09-07 12:01:27
474,68,822.03,2025-09-08 12:01:27
475,68,838.84,2025-09-09 12:01:27
476,68,818.38,2025-09-10 12:01:27
477,69,754.54,2025-09-04 12:01:27
478,69,763.37,2025-09-05 12:01:27
479,69,758.33,2025-09-06 12:01:27
480,69,742.70,2025-09-07 12:01:27
481,69,727.64,2025-09-08 12:01:27
482,69,721.92,2025-09-09 12:01:27
483,69,719.56,2025-09-10 12:01:27
484,70,4626.01,2025-09-04 12:01:27
485,70,4641.38,2025-09-05 12:01:27
486,70,4556.83,2025-09-06 12:01:27
487,70,4514.63,2025-09-07 12:01:27
488,70,4385.40,2025-09-08 12:01:27
489,70,4339.91,2025-09-09 12:01:27
490,70,4295.46,2025-09-10 12:01:27
491,71,5019.49,2025-09-04 12:01:27
492,71,5165.82,2025-09-05 12:01:27
493,71,5053.22,2025-09-06 12:01:27
494,71,5146.89,2025-09-07 12:01:27
495,71,5152.72,2025-09-08 12:01:27
496,71,5151.68,2025-09-09 12:01:27
497,71,5150.47,2025-09-10 12:01:27
498,72,5407.15,2025-09-04 12:01:27
499,72,5498.52,2025-09-05 12:01:27
500,72,5372.29,2025-09-06 12:01:27
501,72,5442.08,2025-09-07 12:01:27
502,72,5479.50,2025-09-08 12:01:27
503,72,5427.10,2025-09-09 12:01:27
504,72,5520.67,2025-09-10 12:01:27
505,73,7330.41,2025-09-04 12:01:27
506,73,7386.96,2025-09-05 12:01:27
507,73,7529.66,2025-09-06 12:01:27
508,73,7566.34,2025-09-07 12:01:27
509,73,7366.70,2025-09-08 12:01:27
510,73,7313.17,2025-09-09 12:01:27
511,73,7281.95,2025-09-10 12:01:27
512,74,7426.07,2025-09-04 12:01:27
513,74,7554.78,2025-09-05 12:01:27
514,74,7668.11,2025-09-06 12:01:27
515,74,7849.05,2025-09-07 12:01:27
516,74,7769.51,2025-09-08 12:01:27
517,74,7656.66,2025-09-09 12:01:27
518,74,7469.04,2025-09-10 12:01:27
519,75,7343.87,2025-09-04 12:01:27
520,75,7457.93,2025-09-05 12:01:27
521,75,7672.52,2025-09-06 12:01:27
522,75,7779.92,2025-09-07 12:01:27
523,75,7793.85,2025-09-08 12:01:27
524,75,8023.64,2025-09-09 12:01:27
525,75,8081.73,2025-09-10 12:01:27
526,76,7762.22,2025-09-04 12:01:27
527,76,7565.12,2025-09-05 12:01:27
528,76,7448.92,2025-09-06 12:01:27
529,76,7554.24,2025-09-07 12:01:27
530,76,7740.66,2025-09-08 12:01:27
531,76,7581.96,2025-09-09 12:01:27
532,76,7440.10,2025-09-10 12:01:27
533,77,7995.01,2025-09-04 12:01:27
534,77,8131.84,2025-09-05 12:01:27
535,77,7911.03,2025-09-06 12:01:27
536,77,7850.25,2025-09-07 12:01:27
537,77,7714.48,2025-09-08 12:01:27
538,77,7745.35,2025-09-09 12:01:27
539,77,7775.22,2025-09-10 12:01:27
540,78,8409.70,2025-09-04 12:01:27
541,78,8411.00,2025-09-05 12:01:27
542,78,8341.99,2025-09-06 12:01:27
543,78,8274.95,2025-09-07 12:01:27
544,78,8347.08,2025-09-08 12:01:27
545,78,8153.46,2025-09-09 12:01:27
546,78,7984.35,2025-09-10 12:01:27
547,79,4876.57,2025-09-04 12:01:27
548,79,4738.70,2025-09-05 12:01:27
549,79,4812.70,2025-09-06 12:01:27
550,79,4771.79,2025-09-07 12:01:27
551,79,4883.22,2025-09-08 12:01:27
552,79,4921.50,2025-09-09 12:01:27
553,79,4894.81,2025-09-10 12:01:27
554,80,5326.47,2025-09-04 12:01:27
555,80,5169.38,2025-09-05 12:01:27
556,80,5079.25,2025-09-06 12:01:27
557,80,4990.45,2025-09-07 12:01:27
558,80,5062.10,2025-09-08 12:01:27
559,80,5127.24,2025-09-09 12:01:27
560,80,5185.87,2025-09-10 12:01:27
561,81,4876.08,2025-09-04 12:01:27
562,81,4987.03,2025-09-05 12:01:27
563,81,4946.77,2025-09-06 12:01:27
564,81,4808.42,2025-09-07 12:01:27
565,81,4820.62,2025-09-08 12:01:27
566,81,4838.25,2025-09-09 12:01:27
567,81,4815.13,2025-09-10 12:01:27
568,82,2101.68,2025-09-04 12:01:27
569,82,2125.67,2025-09-05 12:01:27
570,82,2134.71,2025-09-06 12:01:27
571,82,2130.69,2025-09-07 12:01:27
572,82,2186.58,2025-09-08 12:01:27
573,82,2141.40,2025-09-09 12:01:27
574,82,2195.45,2025-09-10 12:01:27
575,83,2034.66,2025-09-04 12:01:27
576,83,1994.20,2025-09-05 12:01:27
577,83,1976.12,2025-09-06 12:01:27
578,83,1920.80,2025-09-07 12:01:27
579,83,1920.57,2025-09-08 12:01:27
580,83,1969.41,2025-09-09 12:01:27
581,83,1975.12,2025-09-10 12:01:27
582,84,2230.73,2025-09-04 12:01:27
583,84,2254.07,2025-09-05 12:01:27
584,84,2256.86,2025-09-06 12:01:27
585,84,2277.06,2025-09-07 12:01:27
586,84,2318.71,2025-09-08 12:01:27
587,84,2255.75,2025-09-09 12:01:27
588,84,2224.24,2025-09-10 12:01:27
589,85,6247.71,2025-09-04 12:01:27
590,85,6425.79,2025-09-05 12:01:27
591,85,6365.33,2025-09-06 12:01:27
592,85,6242.50,2025-09-07 12:01:27
593,85,6166.05,2025-09-08 12:01:27
594,85,6080.04,2025-09-09 12:01:27
595,85,6044.22,2025-09-10 12:01:27
596,86,5358.81,2025-09-04 12:01:27
597,86,5503.13,2025-09-05 12:01:27
598,86,5453.55,2025-09-06 12:01:27
599,86,5461.81,2025-09-07 12:01:27
600,86,5568.54,2025-09-08 12:01:27
601,86,5497.42,2025-09-09 12:01:27
602,86,5510.85,2025-09-10 12:01:27
603,87,5782.75,2025-09-04 12:01:27
604,87,5866.47,2025-09-05 12:01:27
605,87,5706.58,2025-09-06 12:01:27
606,87,5563.58,2025-09-07 12:01:27
607,87,5539.33,2025-09-08 12:01:27
608,87,5546.50,2025-09-09 12:01:27
609,87,5652.39,2025-09-10 12:01:27
610,88,1337.12,2025-09-04 12:01:27
611,88,1300.47,2025-09-05 12:01:27
612,88,1285.94,2025-09-06 12:01:27
613,88,1314.62,2025-09-07 12:01:27
614,88,1305.38,2025-09-08 12:01:27
615,88,1344.52,2025-09-09 12:01:27
616,88,1314.47,2025-09-10 12:01:27
617,89,1570.15,2025-09-04 12:01:27
618,89,1543.38,2025-09-05 12:01:27
619,89,1557.03,2025-09-06 12:01:27
620,89,1565.26,2025-09-07 12:01:27
621,89,1533.46,2025-09-08 12:01:27
622,89,1507.71,2025-09-09 12:01:27
623,89,1472.49,2025-09-10 12:01:27
624,90,1389.79,2025-09-04 12:01:27
625,90,1424.77,2025-09-05 12:01:27
626,90,1399.72,2025-09-06 12:01:27
627,90,1410.78,2025-09-07 12:01:27
628,90,1420.34,2025-09-08 12:01:27
629,90,1410.05,2025-09-09 12:01:27
630,90,1450.73,2025-09-10 12:01:27
631,91,5608.36,2025-09-04 12:01:27
632,91,5528.56,2025-09-05 12:01:27
633,91,5551.64,2025-09-06 12:01:27
634,91,5681.86,2025-09-07 12:01:27
635,91,5795.92,2025-09-08 12:01:27
636,91,5647.80,2025-09-09 12:01:27
637,91,5593.97,2025-09-10 12:01:27
638,92,6107.82,2025-09-04 12:01:27
