id,product,shop,price,currency,is_available,url
44,15,2,5424.53,RUB,True,https://mosigra.example/product/nastolnaya-igra-15
45,15,3,5166.55,RUB,False,https://api.market.example/product/nastolnaya-igra-15
46,16,1,5917.30,RUB,True,https://hobbygames.example/product/nastolnaya-igra-16
47,16,2,5765.00,RUB,True,https://mosigra.example/product/nastolnaya-igra-16
48,16,3,5328.51,RUB,True,https://api.market.example/product/nastolnaya-igra-16
49,17,1,5858.81,RUB,True,https://hobbygames.example/product/nastolnaya-igra-17
50,17,2,5250.50,RUB,True,https://mosigra.example/product/nastolnaya-igra-17
51,17,3,5190.98,RUB,True,https://api.market.example/product/nastolnaya-igra-17
52,18,1,6542.13,RUB,False,https://hobbygames.example/product/nastolnaya-igra-18
53,18,2,6322.96,RUB,True,https://mosigra.example/product/nastolnaya-igra-18
54,18,3,6037.77,RUB,True,https://api.market.example/product/nastolnaya-igra-18
55,19,1,3623.74,RUB,True,https://hobbygames.example/product/nastolnaya-igra-19
56,19,2,3393.77,RUB,True,https://mosigra.example/product/nastolnaya-igra-19
57,19,3,3394.08,RUB,False,https://api.market.example/product/nastolnaya-igra-19
58,20,1,8187.79,RUB,True,https://hobbygames.example/product/nastolnaya-igra-20
59,20,2,7353.15,RUB,True,https://mosigra.example/product/nastolnaya-igra-20
60,20,3,8085.07,RUB,True,https://api.market.example/product/nastolnaya-igra-20
61,21,1,7899.69,RUB,False,https://hobbygames.example/product/nastolnaya-igra-21
62,21,2,8299.11,RUB,True,https://mosigra.example/product/nastolnaya-igra-21
63,21,3,8135.41,RUB,True,https://api.market.example/product/nastolnaya-igra-21
64,22,1,3828.34,RUB,True,https://hobbygames.example/product/nastolnaya-igra-22
65,22,2,3833.24,RUB,False,https://mosigra.example/product/nastolnaya-igra-22
66,22,3,3750.79,RUB,True,https://api.market.example/product/nastolnaya-igra-22
67,23,1,731.93,RUB,True,https://hobbygames.example/product/nastolnaya-igra-23
68,23,2,838.33,RUB,True,https://mosigra.example/product/nastolnaya-igra-23
69,23,3,770.53,RUB,False,https://api.market.example/product/nastolnaya-igra-23
70,24,1,4638.81,RUB,False,https://hobbygames.example/product/nastolnaya-igra-24
71,24,2,4991.65,RUB,False,https://mosigra.example/product/nastolnaya-igra-24
72,24,3,5305.92,RUB,False,https://api.market.example/product/nastolnaya-igra-24
73,25,1,7289.23,RUB,True,https://hobbygames.example/product/nastolnaya-igra-25
74,25,2,7317.89,RUB,True,https://mosigra.example/product/nastolnaya-igra-25
75,25,3,7551.50,RUB,True,https://api.market.example/product/nastolnaya-igra-25
76,26,1,7791.12,RUB,True,https://hobbygames.example/product/nastolnaya-igra-26
77,26,2,8056.41,RUB,True,https://mosigra.example/product/nastolnaya-igra-26
78,26,3,8255.15,RUB,True,https://api.market.example/product/nastolnaya-igra-26
79,27,1,4760.32,RUB,True,https://hobbygames.example/product/nastolnaya-igra-27
80,27,2,5360.03,RUB,False,https://mosigra.example/product/nastolnaya-igra-27
81,27,3,4753.82,RUB,True,https://api.market.example/product/nastolnaya-igra-27
82,28,1,2098.87,RUB,True,https://hobbygames.example/product/nastolnaya-igra-28
83,28,2,2042.28,RUB,True,https://mosigra.example/product/nastolnaya-igra-28
84,28,3,2186.43,RUB,True,https://api.market.example/product/nastolnaya-igra-28
85,29,1,6191.37,RUB,False,https://hobbygames.example/product/nastolnaya-igra-29
86,29,2,5448.91,RUB,True,https://mosigra.example/product/nastolnaya-igra-29
87,29,3,5777.49,RUB,True,https://api.market.example/product/nastolnaya-igra-29
88,30,1,1353.12,RUB,True,https://hobbygames.example/product/nastolnaya-igra-30
89,30,2,1556.52,RUB,True,https://mosigra.example/product/nastolnaya-igra-30
90,30,3,1413.61,RUB,True,https://api.market.example/product/nastolnaya-igra-30
91,31,1,5570.59,RUB,False,https://hobbygames.example/product/nastolnaya-igra-31
92,31,2,6275.31,RUB,True,https://mosigra.example/product/nastolnaya-igra-31
93,31,3,6302.56,RUB,True,https://api.market.example/product/nastolnaya-igra-31
94,32,1,4830.57,RUB,True,https://hobbygames.example/product/nastolnaya-igra-32
95,32,2,5500.65,RUB,True,https://mosigra.example/product/nastolnaya-igra-32
96,32,3,5018.05,RUB,True,https://api.market.example/product/nastolnaya-igra-32
97,33,1,3963.13,RUB,True,https://hobbygames.example/product/nastolnaya-igra-33
98,33,2,3707.76,RUB,True,https://mosigra.example/product/nastolnaya-igra-33
99,33,3,3814.95,RUB,True,https://api.market.example/product/nastolnaya-igra-33
100,34,1,4767.93,RUB,True,https://hobbygames.example/product/nastolnaya-igra-34
101,34,2,5273.57,RUB,True,https://mosigra.example/product/nastolnaya-igra-34
102,34,3,4818.46,RUB,True,https://api.market.example/product/nastolnaya-igra-34
103,35,1,3056.46,RUB,True,https://hobbygames.example/product/nastolnaya-igra-35
104,35,2,3283.10,RUB,False,https://mosigra.example/product/nastolnaya-igra-35
105,35,3,3208.13,RUB,False,https://api.market.example/product/nastolnaya-igra-35
106,36,1,3314.35,RUB,True,https://hobbygames.example/product/nastolnaya-igra-36
107,36,2,3180.66,RUB,True,https://mosigra.example/product/nastolnaya-igra-36
108,36,3,2860.33,RUB,True,https://api.market.example/product/nastolnaya-igra-36
109,37,1,8980.61,RUB,True,https://hobbygames.example/product/nastolnaya-igra-37
110,37,2,8976.84,RUB,True,https://mosigra.example/product/nastolnaya-igra-37
111,37,3,7760.37,RUB,True,https://api.market.example/product/nastolnaya-igra-37
112,38,1,6515.67,RUB,False,https://hobbygames.example/product/nastolnaya-igra-38
113,38,2,6084.57,RUB,False,https://mosigra.example/product/nastolnaya-igra-38
114,38,3,6100.38,RUB,True,https://api.market.example/product/nastolnaya-igra-38
115,39,1,4609.59,RUB,True,https://hobbygames.example/product/nastolnaya-igra-39
116,39,2,4991.23,RUB,False,https://mosigra.example/product/nastolnaya-igra-39
117,39,3,5183.77,RUB,True,https://api.market.example/product/nastolnaya-igra-39
118,40,1,9493.49,RUB,True,https://hobbygames.example/product/nastolnaya-igra-40
119,40,2,9090.36,RUB,True,https://mosigra.example/product/nastolnaya-igra-40
120,40,3,8796.43,RUB,True,https://api.market.example/product/nastolnaya-igra-40
121,41,1,8054.72,RUB,True,https://hobbygames.example/product/nastolnaya-igra-41
122,41,2,8527.51,RUB,True,https://mosigra.example/product/nastolnaya-igra-41
123,41,3,8388.69,RUB,True,https://api.market.example/product/nastolnaya-igra-41
124,42,1,4214.76,RUB,True,https://hobbygames.example/product/nastolnaya-igra-42
125,42,2,4624.39,RUB,True,https://mosigra.example/product/nastolnaya-igra-42
126,42,3,4198.17,RUB,True,https://api.market.example/product/nastolnaya-igra-42
127,43,1,2205.41,RUB,False,https://hobbygames.example/product/nastolnaya-igra-43
128,43,2,2077.33,RUB,True,https://mosigra.example/product/nastolnaya-igra-43
129,43,3,2161.56,RUB,True,https://api.market.example/product/nastolnaya-igra-43
130,44,1,5366.15,RUB,False,https://hobbygames.example/product/nastolnaya-igra-44
131,44,2,4905.92,RUB,True,https://mosigra.example/product/nastolnaya-igra-44
132,44,3,4720.08,RUB,True,https://api.market.example/product/nastolnaya-igra-44
133,45,1,6826.00,RUB,True,https://hobbygames.example/product/nastolnaya-igra-45
134,45,2,7051.33,RUB,True,https://mosigra.example/product/nastolnaya-igra-45
135,45,3,7471.71,RUB,True,https://api.market.example/product/nastolnaya-igra-45
136,46,1,1727.15,RUB,True,https://hobbygames.example/product/nastolnaya-igra-46
137,46,2,1756.72,RUB,True,https://mosigra.example/product/nastolnaya-igra-46
138,46,3,1737.51,RUB,False,https://api.market.example/product/nastolnaya-igra-46
139,47,1,8912.87,RUB,True,https://hobbygames.example/product/nastolnaya-igra-47
140,47,2,8089.33,RUB,True,https://mosigra.example/product/nastolnaya-igra-47
141,47,3,9062.57,RUB,True,https://api.market.example/product/nastolnaya-igra-47
142,48,1,820.63,RUB,True,https://hobbygames.example/product/nastolnaya-igra-48
143,48,2,757.07,RUB,True,https://mosigra.example/product/nastolnaya-igra-48
144,48,3,762.25,RUB,True,https://api.market.example/product/nastolnaya-igra-48
145,49,1,4052.09,RUB,True,https://hobbygames.example/product/nastolnaya-igra-49
146,49,2,4001.06,RUB,True,https://mosigra.example/product/nastolnaya-igra-49
147,49,3,3899.64,RUB,False,https://api.market.example/product/nastolnaya-igra-49
148,50,1,4099.70,RUB,True,https://hobbygames.example/product/nastolnaya-igra-50
149,50,2,4097.07,RUB,False,https://mosigra.example/product/nastolnaya-igra-50
150,50,3,3651.91,RUB,False,https://api.market.example/product/nastolnaya-igra-50
151,51,1,2229.92,RUB,True,https://hobbygames.example/product/nastolnaya-igra-51
152,51,2,2291.78,RUB,False,https://mosigra.example/product/nastolnaya-igra-51
153,51,3,2069.79,RUB,True,https://api.market.example/product/nastolnaya-igra-51
154,52,1,7893.92,RUB,True,https://hobbygames.example/product/nastolnaya-igra-52
155,52,2,7948.25,RUB,True,https://mosigra.example/product/nastolnaya-igra-52
156,52,3,8475.38,RUB,False,https://api.market.example/product/nastolnaya-igra-52
157,53,1,7721.60,RUB,True,https://hobbygames.example/product/nastolnaya-igra-53
158,53,2,7214.95,RUB,False,https://mosigra.example/product/nastolnaya-igra-53
159,53,3,7785.08,RUB,False,https://api.market.example/product/nastolnaya-igra-53
160,54,1,1943.51,RUB,True,https://hobbygames.example/product/nastolnaya-igra-54
161,54,2,1854.63,RUB,False,https://mosigra.example/product/nastolnaya-igra-54
162,54,3,1791.62,RUB,False,https://api.market.example/product/nastolnaya-igra-54
163,55,1,1092.50,RUB,False,https://hobbygames.example/product/nastolnaya-igra-55
164,55,2,1137.15,RUB,True,https://mosigra.example/product/nastolnaya-igra-55
165,55,3,1027.55,RUB,True,https://api.market.example/product/nastolnaya-igra-55
166,56,1,7287.42,RUB,False,https://hobbygames.example/product/nastolnaya-igra-56
167,56,2,7150.87,RUB,True,https://mosigra.example/product/nastolnaya-igra-56
168,56,3,6798.60,RUB,True,https://api.market.example/product/nastolnaya-igra-56
169,57,1,901.56,RUB,False,https://hobbygames.example/product/nastolnaya-igra-57
170,57,2,980.62,RUB,True,https://mosigra.example/product/nastolnaya-igra-57
171,57,3,894.97,RUB,False,https://api.market.example/product/nastolnaya-igra-57
172,58,1,2363.25,RUB,True,https://hobbygames.example/product/nastolnaya-igra-58
173,58,2,2496.90,RUB,False,https://mosigra.example/product/nastolnaya-igra-58
174,58,3,2412.51,RUB,True,https://api.market.example/product/nastolnaya-igra-58
175,59,1,5685.18,RUB,False,https://hobbygames.example/product/nastolnaya-igra-59
176,59,2,5701.06,RUB,True,https://mosigra.example/product/nastolnaya-igra-59
177,59,3,5169.64,RUB,True,https://api.market.example/product/nastolnaya-igra-59
178,60,1,1370.91,RUB,True,https://hobbygames.example/product/nastolnaya-igra-60
179,60,2,1335.13,RUB,True,https://mosigra.example/product/nastolnaya-igra-60
180,60,3,1251.71,RUB,True,https://api.market.example/product/nastolnaya-igra-60
181,61,1,8396.07,RUB,True,https://hobbygames.example/product/nastolnaya-igra-61
182,61,2,7557.08,RUB,False,https://mosigra.example/product/nastolnaya-igra-61
183,61,3,7789.22,RUB,False,https://api.market.example/product/nastolnaya-igra-61
184,62,1,6995.64,RUB,True,https://hobbygames.example/product/nastolnaya-igra-62
185,62,2,6714.74,RUB,False,https://mosigra.example/product/nastolnaya-igra-62
186,62,3,6946.82,RUB,True,https://api.market.example/product/nastolnaya-igra-62
187,63,1,1659.61,RUB,True,https://hobbygames.example/product/nastolnaya-igra-63
188,63,2,1552.62,RUB,True,https://mosigra.example/product/nastolnaya-igra-63
189,63,3,1629.63,RUB,False,https://api.market.example/product/nastolnaya-igra-63
190,64,1,6531.97,RUB,True,https://hobbygames.example/product/nastolnaya-igra-64
191,64,2,6711.69,RUB,True,https://mosigra.example/product/nastolnaya-igra-64
192,64,3,7366.68,RUB,True,https://api.market.example/product/nastolnaya-igra-64
193,65,1,5144.66,RUB,True,https://hobbygames.example/product/nastolnaya-igra-65
194,65,2,5891.46,RUB,False,https://mosigra.example/product/nastolnaya-igra-65
195,65,3,5483.34,RUB,True,https://api.market.example/product/nastolnaya-igra-65
196,66,1,837.13,RUB,True,https://hobbygames.example/product/nastolnaya-igra-66
197,66,2,842.38,RUB,True,https://mosigra.example/product/nastolnaya-igra-66
198,66,3,726.46,RUB,True,https://api.market.example/product/nastolnaya-igra-66
199,67,1,5781.05,RUB,True,https://hobbygames.example/product/nastolnaya-igra-67
200,67,2,5801.12,RUB,True,https://mosigra.example/product/nastolnaya-igra-67
201,67,3,5381.01,RUB,True,https://api.market.example/product/nastolnaya-igra-67
202,68,1,4609.06,RUB,False,https://hobbygames.example/product/nastolnaya-igra-68
203,68,2,4308.14,RUB,False,https://mosigra.example/product/nastolnaya-igra-68
204,68,3,4355.83,RUB,False,https://api.market.example/product/nastolnaya-igra-68
205,69,1,1456.00,RUB,False,https://hobbygames.example/product/nastolnaya-igra-69
206,69,2,1475.49,RUB,True,https://mosigra.example/product/nastolnaya-igra-69
207,69,3,1314.78,RUB,True,https://api.market.example/product/nastolnaya-igra-69
208,70,1,5838.63,RUB,True,https://hobbygames.example/product/nastolnaya-igra-70
209,70,2,5638.28,RUB,False,https://mosigra.example/product/nastolnaya-igra-70
210,70,3,5815.40,RUB,True,https://api.market.example/product/nastolnaya-igra-70
211,71,1,8011.08,RUB,True,https://hobbygames.example/product/nastolnaya-igra-71
212,71,2,8123.41,RUB,True,https://mosigra.example/product/nastolnaya-igra-71
213,71,3,7711.52,RUB,False,https://api.market.example/product/nastolnaya-igra-71
214,72,1,4231.67,RUB,True,https://hobbygames.example/product/nastolnaya-igra-72
215,72,2,4151.61,RUB,True,https://mosigra.example/product/nastolnaya-igra-72
216,72,3,3966.20,RUB,True,https://api.market.example/product/nastolnaya-igra-72
217,73,1,5156.86,RUB,True,https://hobbygames.example/product/nastolnaya-igra-73
218,73,2,5269.50,RUB,False,https://mosigra.example/product/nastolnaya-igra-73
219,73,3,5196.80,RUB,False,https://api.market.example/product/nastolnaya-igra-73
220,74,1,5620.17,RUB,True,https://hobbygames.example/product/nastolnaya-igra-74
221,74,2,5760.36,RUB,True,https://mosigra.example/product/nastolnaya-igra-74
222,74,3,5050.67,RUB,True,https://api.market.example/product/nastolnaya-igra-74
223,75,1,2210.14,RUB,True,https://hobbygames.example/product/nastolnaya-igra-75
224,75,2,2028.18,RUB,False,https://mosigra.example/product/nastolnaya-igra-75
225,75,3,2159.17,RUB,True,https://api.market.example/product/nastolnaya-igra-75
226,76,1,2972.65,RUB,False,https://hobbygames.example/product/nastolnaya-igra-76
227,76,2,3102.32,RUB,True,https://mosigra.example/product/nastolnaya-igra-76
228,76,3,3138.86,RUB,True,https://api.market.example/product/nastolnaya-igra-76
229,77,1,4611.86,RUB,True,https://hobbygames.example/product/nastolnaya-igra-77
230,77,2,5114.56,RUB,False,https://mosigra.example/product/nastolnaya-igra-77
231,77,3,4687.88,RUB,True,https://api.market.example/product/nastolnaya-igra-77
232,78,1,8220.43,RUB,True,https://hobbygames.example/product/nastolnaya-igra-78
233,78,2,7970.09,RUB,False,https://mosigra.example/product/nastolnaya-igra-78
234,78,3,7797.97,RUB,True,https://api.market.example/product/nastolnaya-igra-78
235,79,1,6500.15,RUB,False,https://hobbygames.example/product/nastolnaya-igra-79
236,79,2,6423.40,RUB,False,https://mosigra.example/product/nastolnaya-igra-79
237,79,3,6256.90,RUB,True,https://api.market.example/product/nastolnaya-igra-79
238,80,1,6169.26,RUB,True,https://hobbygames.example/product/nastolnaya-igra-80
239,80,2,5638.34,RUB,True,https://mosigra.example/product/nastolnaya-igra-80
240,80,3,6192.89,RUB,False,https://api.market.example/product/nastolnaya-igra-80
241,81,1,1046.89,RUB,True,https://hobbygames.example/product/nastolnaya-igra-81
242,81,2,1069.28,RUB,False,https://mosigra.example/product/nastolnaya-igra-81
243,81,3,1097.47,RUB,True,https://api.market.example/product/nastolnaya-igra-81
244,82,1,3897.07,RUB,False,https://hobbygames.example/product/nastolnaya-igra-82
245,82,2,3761.67,RUB,True,https://mosigra.example/product/nastolnaya-igra-82
246,82,3,3786.41,RUB,True,https://api.market.example/product/nastolnaya-igra-82
247,83,1,2380.76,RUB,True,https://hobbygames.example/product/nastolnaya-igra-83
248,83,2,2565.05,RUB,True,https://mosigra.example/product/nastolnaya-igra-83
249,83,3,2429.10,RUB,False,https://api.market.example/product/nastolnaya-igra-83
250,84,1,5759.52,RUB,True,https://hobbygames.example/product/nastolnaya-igra-84
251,84,2,5814.27,RUB,False,https://mosigra.example/product/nastolnaya-igra-84
252,84,3,5695.84,RUB,False,https://api.market.example/product/nastolnaya-igra-84
253,85,1,7723.29,RUB,True,https://hobbygames.example/product/nastolnaya-igra-85
254,85,2,8041.48,RUB,True,https://mosigra.example/product/nastolnaya-igra-85
255,85,3,8040.90,RUB,True,https://api.market.example/product/nastolnaya-igra-85
256,86,1,7099.18,RUB,True,https://hobbygames.example/product/nastolnaya-igra-86
257,86,2,7075.68,RUB,False,https://mosigra.example/product/nastolnaya-igra-86
258,86,3,6642.87,RUB,True,https://api.market.example/product/nastolnaya-igra-86
259,87,1,2689.71,RUB,True,https://hobbygames.example/product/nastolnaya-igra-87
260,87,2,2560.27,RUB,True,https://mosigra.example/product/nastolnaya-igra-87
261,87,3,2486.81,RUB,True,https://api.market.example/product/nastolnaya-igra-87
262,88,1,6270.29,RUB,True,https://hobbygames.example/product/nastolnaya-igra-88
263,88,2,6736.85,RUB,True,https://mosigra.example/product/nastolnaya-igra-88
264,88,3,6803.32,RUB,True,https://api.market.example/product/nastolnaya-igra-88
265,89,1,1948.78,RUB,True,https://hobbygames.example/product/nastolnaya-igra-89
266,89,2,2079.77,RUB,True,https://mosigra.example/product/nastolnaya-igra-89
267,89,3,1906.49,RUB,False,https://api.market.example/product/nastolnaya-igra-89
268,90,1,5808.76,RUB,False,https://hobbygames.example/product/nastolnaya-igra-90
269,90,2,5612.13,RUB,True,https://mosigra.example/product/nastolnaya-igra-90
270,90,3,6393.57,RUB,True,https://api.market.example/product/nastolnaya-igra-90
271,91,1,5533.63,RUB,True,https://hobbygames.example/product/nastolnaya-igra-91
272,91,2,5486.54,RUB,False,https://mosigra.example/product/nastolnaya-igra-91
273,91,3,6282.51,RUB,True,https://api.market.example/product/nastolnaya-igra-91
274,92,1,6292.41,RUB,True,https://hobbygames.example/product/nastolnaya-igra-92
275,92,2,6116.14,RUB,True,https://mosigra.example/product/nastolnaya-igra-92
276,92,3,6585.03,RUB,True,https://api.market.example/product/nastolnaya-igra-92
277,93,1,3459.61,RUB,False,https://hobbygames.example/product/nastolnaya-igra-93
278,93,2,3819.42,RUB,False,https://mosigra.example/product/nastolnaya-igra-93
279,93,3,3544.56,RUB,True,https://api.market.example/product/nastolnaya-igra-93
280,94,1,1839.94,RUB,True,https://hobbygames.example/product/nastolnaya-igra-94
281,94,2,1790.03,RUB,True,https://mosigra.example/product/nastolnaya-igra-94
282,94,3,2028.77,RUB,True,https://api.market.example/product/nastolnaya-igra-94
283,95,1,3091.03,RUB,True,https://hobbygames.example/product/nastolnaya-igra-95
284,95,2,2853.82,RUB,True,https://mosigra.example/product/nastolnaya-igra-95
285,95,3,3013.99,RUB,True,https://api.market.example/product/nastolnaya-igra-95
286,96,1,7449.74,RUB,False,https://hobbygames.example/product/nastolnaya-igra-96
287,96,2,6646.97,RUB,True,https://mosigra.example/product/nastolnaya-igra-96
288,96,3,6473.33,RUB,False,https://api.market.example/product/nastolnaya-igra-96
289,97,1,6763.45,RUB,False,https://hobbygames.example/product/nastolnaya-igra-97
290,97,2,6842.66,RUB,False,https://mosigra.example/product/nastolnaya-igra-97
291,97,3,6257.28,RUB,True,https://api.market.example/product/nastolnaya-igra-97
292,98,1,8475.08,RUB,True,https://hobbygames.example/product/nastolnaya-igra-98
293,98,2,8600.17,RUB,True,https://mosigra.example/product/nastolnaya-igra-98
294,98,3,8209.96,RUB,True,https://api.market.example/product/nastolnaya-igra-98
295,99,1,4416.66,RUB,True,https://hobbygames.example/product/nastolnaya-igra-99
296,99,2,5124.72,RUB,True,https://mosigra.example/product/nastolnaya-igra-99
297,99,3,4509.54,RUB,True,https://api.market.example/product/nastolnaya-igra-99
298,100,1,4964.22,RUB,False,https://hobbygames.example/product/nastolnaya-igra-100
299,100,2,4834.99,RUB,True,https://mosigra.example/product/nastolnaya-igra-100
300,100,3,5003.74,RUB,True,https://api.market.example/product/nastolnaya-igra-100
301,101,1,6237.07,RUB,False,https://hobbygames.example/product/nastolnaya-igra-101
302,101,2,7017.62,RUB,True,https://mosigra.example/product/nastolnaya-igra-101
303,101,3,6424.03,RUB,True,https://api.market.example/product/nastolnaya-igra-101
304,102,1,7040.85,RUB,True,https://hobbygames.example/product/nastolnaya-igra-102
305,102,2,6391.20,RUB,False,https://mosigra.example/product/nastolnaya-igra-102
306,102,3,6628.04,RUB,True,https://api.market.example/product/nastolnaya-igra-102
307,103,1,7022.16,RUB,True,https://hobbygames.example/product/nastolnaya-igra-103
308,103,2,7054.42,RUB,True,https://mosigra.example/product/nastolnaya-igra-103
309,103,3,6608.39,RUB,False,https://api.market.example/product/nastolnaya-igra-103
310,104,1,7121.48,RUB,True,https://hobbygames.example/product/nastolnaya-igra-104
311,104,2,7186.78,RUB,True,https://mosigra.example/product/nastolnaya-igra-104
312,104,3,7290.75,RUB,True,https://api.market.example/product/nastolnaya-igra-104
313,105,1,7141.22,RUB,False,https://hobbygames.example/product/nastolnaya-igra-105
314,105,2,7852.98,RUB,True,https://mosigra.example/product/nastolnaya-igra-105
315,105,3,7490.49,RUB,True,https://api.market.example/product/nastolnaya-igra-105
316,106,1,2912.94,RUB,False,https://hobbygames.example/product/nastolnaya-igra-106
317,106,2,2614.37,RUB,True,https://mosigra.example/product/nastolnaya-igra-106
318,106,3,2629.00,RUB,False,https://api.market.example/product/nastolnaya-igra-106
319,107,1,1859.15,RUB,True,https://hobbygames.example/product/nastolnaya-igra-107
320,107,2,1878.77,RUB,True,https://mosigra.example/product/nastolnaya-igra-107
321,107,3,1744.63,RUB,True,https://api.market.example/product/nastolnaya-igra-107
322,108,1,1690.64,RUB,False,https://hobbygames.example/product/nastolnaya-igra-108
323,108,2,1678.84,RUB,False,https://mosigra.example/product/nastolnaya-igra-108
324,108,3,1631.37,RUB,True,https://api.market.example/product/nastolnaya-igra-108
325,109,1,9189.44,RUB,False,https://hobbygames.example/product/nastolnaya-igra-109
326,109,2,8828.33,RUB,True,https://mosigra.example/product/nastolnaya-igra-109
327,109,3,9176.79,RUB,True,https://api.market.example/product/nastolnaya-igra-109
328,110,1,6681.92,RUB,True,https://hobbygames.example/product/nastolnaya-igra-110
329,110,2,7589.05,RUB,True,https://mosigra.example/product/nastolnaya-igra-110
330,110,3,7442.75,RUB,True,https://api.market.example/product/nastolnaya-igra-110
331,111,1,4516.44,RUB,False,https://hobbygames.example/product/nastolnaya-igra-111
332,111,2,4611.41,RUB,False,https://mosigra.example/product/nastolnaya-igra-111
333,111,3,4648.67,RUB,True,https://api.market.example/product/nastolnaya-igra-111
334,112,1,3617.13,RUB,False,https://hobbygames.example/product/nastolnaya-igra-112
335,112,2,3585.77,RUB,True,https://mosigra.example/product/nastolnaya-igra-112
336,112,3,3476.45,RUB,True,https://api.market.example/product/nastolnaya-igra-112
337,113,1,7122.34,RUB,True,https://hobbygames.example/product/nastolnaya-igra-113
338,113,2,7274.01,RUB,False,https://mosigra.example/product/nastolnaya-igra-113
339,113,3,7279.87,RUB,True,https://api.market.example/product/nastolnaya-igra-113
340,114,1,6488.29,RUB,True,https://hobbygames.example/product/nastolnaya-igra-114
341,114,2,5928.97,RUB,True,https://mosigra.example/product/nastolnaya-igra-114
342,114,3,5822.55,RUB,False,https://api.market.example/product/nastolnaya-igra-114
343,115,1,1017.79,RUB,True,https://hobbygames.example/product/nastolnaya-igra-115
344,115,2,1067.81,RUB,False,https://mosigra.example/product/nastolnaya-igra-115
345,115,3,1047.39,RUB,True,https://api.market.example/product/nastolnaya-igra-115
346,116,1,5518.80,RUB,True,https://hobbygames.example/product/nastolnaya-igra-116
347,116,2,5606.31,RUB,True,https://mosigra.example/product/nastolnaya-igra-116
348,116,3,6074.44,RUB,True,https://api.market.example/product/nastolnaya-igra-116
349,117,1,862.33,RUB,True,https://hobbygames.example/product/nastolnaya-igra-117
